Date	Rev	sentiment	
10-Jun-16	like app buffer drive crazy kindle fire app buffer like crazy begin start use start get station music like ok time	-0.233333333	
13-Jan-17	absolutely love iti yo completely new st day get first bt speaker work n shop st day try heart station within le hour start get repeat like short mp playlist get irritate boing real quickday break heart instal pandora click jack johnson station bliss eclectic mix day repeat notice busy dance love perfect	0.335795455	
11-Aug-16	best music app listen every day option block explicit lyric genius thumb song mean never hear thumb get song similar one absolutely brilliant	0.3675	
28-Oct-14	use im work computer read lot different channel tend core set listen time also appreciate pandora set play kindle sleep mode help save battery also doesnt seem interfere application although occasionally distort slightly time perform certain action game pull email	-0.042063492	
25-Mar-17	use everyday work listen music make work bearable	-0.2	
23-Mar-17	love listen kind music enjoy couple day use pandora get commercial brief free version still good user friendly simple navigate think good app	0.3675	
22-Jan-13	really like app niece turn app great music medium app one best apps music really like different genre music music really sound good kindle fire hd dolby audio sound system could listen day long would recommend friend	0.405555556	
14-Feb-14	love pandora listen home car work everywhere month teach pandora like versus dislike truly learn taste change personal station know exactly go get even enjoy mix thing bite dabble premade channel pandora make available good personal preference station create choose favorite song genre great job pandora	0.394444444	
9-Nov-16	im impress deliver pretty much listen request complaint	0.05	
16-May-16	didnt like app use didnt see video w unlike utube bore star tablet watch band picturei guess music ur go view	0	
11-Nov-16	love pandora doesnt repeat song almost evey artist younwould want love total must except fact habento pay premium whatever	0.333333333	
4-Nov-16	love listen gospel music station	0.5	
31-Oct-16	idea program great problem one occur routinely loss signal program need buffer happen need open application manager force program stop program reload work next time little variety audio program would good	0.2625	
1-Mar-13	love music love sort different music love go anywhere home like basement garage bedroom take shower still type music play mood s spanish guitar eclectic love portability kindle	0.333333333	
23-Feb-15	listen spotify better pick song want pandora ypu wait find song liketrust spotify better get game get day trial let listen song ever want without wifi give better quality ad even know lot ad ad good song pandora give ad every song get spotify premium like dollar every month witch badbut dont worry spotify already goodand spotify change quality settingsoh yeah forget tell spotify right trial run might need reset profile well start let listen music maybe hate ad pandora jim carlylescom annoyingbut anyways dont recommend app unless want hear ad every song	0.183673469	
14-Nov-13	bomb use year via desktop laptop kindle also	0	
29-Dec-16	wont open kindle fire get message cannot process request download pretty annoy	0.125	
20-May-17	suck	0	
8-Apr-14	pandora amaze app want listen favorite music also hear new stuff like love take song like pick new song play base make song genious great discover new stuff new artist alternative radio play mostly music get annoy	0.227272727	
27-Feb-16	music perfect chuckle every time realize new station set play song old station apparently consistent taste music	0.371590909	
23-Jan-13	play good music isnt loud volume kindle high would play louder	0.32	
31-Mar-15	fact pandora continue add station turn otherwise good idea normalregular radio station play large percentage music one want hear begin like greatful dead mean like bob marley instance give something thumb form new radio station thats make pandora suck though concept great	0.223024892	
7-Feb-15	didnt care never able assemble good play list much repetition song didnt like	0.216666667	
25-Jan-16	love pandora radio good variety station choose make pick band like pandora create station band choice along singer group fall genre overall quality listen experience take anywhere	0.4	
23-Aug-13	ok	0.5	
6-Jun-16	cant live without pandora take little patience develop perfect playlist like couplethree session thumb worth ive discover lot new music might never otherwise expose	0.277045455	
9-Dec-16	never able download review	-0.25	
17-May-16	work well introduce new music similar station choose sometimes good sometimes quite still good way learn appreciate great music wish classical station would play entire piece rather movement excerpt guess listen something longer minute old school	0.304545455	
22-Apr-14	im still get use pandora far think awesome wish membership fee instead purchase individual track like set station let go nice able listen type music fit mood time also enjoy listen comedy skit especially old classic nutshell like far	0.346666667	
28-Jan-17	great app work well droid maxi	0.8	
9-Oct-16	like pandora would like something cerebral palsy like best ronnie dive dusty springfield also like leslie gore early brenda lee thing different category would leslie gore listen together thank attention	0.175	
28-Feb-15	pandora best invention happen music else create radio station accord mood artist like listen every day much possible amazon radio give choice give information artist play awesome way discover new music artist need old fashion radio anymore get wont sorry	0.289393939	
15-Feb-16	love pandora listen day week drive work daily wife enjoy weekend go various destination car	0.225	
17-Jul-16	many conversation represenatives finally come successful end kindle fire hdx seven inch im still learn use awesome graphic buy one amazon case hdx third generationand put go sd card lot movie lot musicenjoy	0.375	
22-Mar-17	awesome app need get itthey awesome appsif think get todaly year old really like game game	0.25	
30-Apr-17	make hard get help forget password think security word help wout code quit order youall	-0.291666667	
12-Sep-16	sure close app kindle x top right close issue delay long silent pause may due device cable connectivity gb app im unclear also ui isnt super intuitive ie look pre exist station maybe like acclimate process thx	0.206292517	
5-Feb-17	take time get use format	0	
25-Apr-17	amazon tablet trash	0	
19-Dec-15	pandora patent music genome project tech allow play new music base listen history recommendation almost always perfect allow hear new music never would encounter without pandora purchase music band would never listen pct whose music find awful pandora find one song say band stick sone album five year ago see base song musical genome might enjoy almost always pandora music genome project light year beyond music stream site algorithm base genre playlist whatever music industry owe pandora big time keep people like buy music never would know taste	-0.120661157	
9-Feb-17	use love pandora however recently variety limit free version ad unbearable way frequent uninstalled use youtube music app ad free much variation want	0.266666667	
20-Aug-15	upgrade pandora one still inundate advertisement complain customer service take time fix still felt like intentional benefit advertiser	0	
15-Jan-13	use songza ease find pandora complicate annoy audio ad ok	0.5	
18-May-17	much advertise want old pandora distribution nonsense download risk lol sky better lil shark	0.4	
3-Jun-17	music mind	0	
14-May-16	listen pandora many year first saw advertise aarp internet page computer belong job retire advertise pandora jukebox download computer home iphone like get choose music like listen get rate dont enjoy one song play stop go next one recommend pandora anyone love music much	0.308333333	
19-Dec-16	wasnt able log use app kindle pandora say couldnt log maybe mistake two try give	0.5	
5-Feb-13	one time listen log properly exit strange reason selena gomez still sing log twitter still sing go next song jessie j believe shut jessie j continue sing hold power button second let go hold second reboot kindle delete app second kindle power back tell friend family im tell please fix	-0.007142857	
23-Oct-16	download suppose start day free trial period nd wont work wont even allow original free pandora play either	0.391666667	
17-Jan-13	think cool pro g ram prefer mix genre bite listen one genre time	0.35	
28-Jul-15	evolution broadcast radio better know pandora available online delight find app work kindlefire sound incredible app easily play background read ebook surf web program type music want hear provide lyric song allow become familiar artist title album song hear future purchase choose	0.407291667	
5-May-14	really great app find type music want listen go search play game whatever also free music kindle fire love pandora song pandora good free go buy music amazon cost money pandora free music tell review help well thats hope great time pandora bye	0.45	
28-Apr-16	frustrate app time occasionally pop overly demand either give song show thumb thumb way regain control app give thumb thumb exit app restart annoy pay premium give unlimited skip like spotify	0	
