"date","review"
"June 6, 2016","GREAT SELECTION--- I SPENT HOURS GOING THROUGH THE MUSIC THAT IS AVAILABLE AND HAVEN'T COME TO THE END OF THE SELECTIONS YET"
"October 19, 2016","Will not down load, last version wasn't broke,so why did you ""fix"" it ????"
"August 15, 2016","I am not able to get my Android device to play anything on Amazon Prime Music. My PC does fine though"
"June 21, 2014","the latest update (last week or so) destroyed my use of this app in the car. in the now playing screen, you used to ge able to swipe to go to next song, previous song. this latest update has that functionality, but when you swipe it pops up a context menu. WTF. then you have to click out of that to close it, and then swipe to get to next song.  super lousy bug. that alone is causing me to look for another player."
"December 4, 2015","Very complicated app to use, not user friendly. I use it anyway to get the free music included with prime, but it could be SO much better. -It's difficult to create and add music to playlists. Also it doesn't allow you to have the same song duplicate times on a playlist, so you can listen to it over and over again.(iTunes does, for example.) -Search function is crap. Many times I have typed the name of a song, album, or artist into the search bar, and it can't find what I'm looking for. But if I click and scroll around to find it, it's RIGHT THERE! -&#34;Repeat&#34; button doesn't work. It skips to the next song instead of playing it again. -Downloading music is weird... I always have to go back to the prime music store to double check to see if it downloaded. Sometimes it just doesn't show up under my device's music. There's probably more issues than what I've mentioned. PLEASE redesign your app, Amazon. I buy a lot of things off Amazon.com and I also use audible. With the amount of money I spend here, I should be getting a better app. And so should everyone else over here."
"November 29, 2016","Don't so much care that they are looking for the monthly fee for streaming now. That makes me rather sad. Miss it just being a part of my Prime. This doubles the cost of my Prime on an annual basis. Disappointing."
"December 12, 2015","I love this app it is awesome!! I use it everyday!!"
"November 25, 2016","This new version has totally mixed my music covers, songs, titles and artist! I've done everything the has been recommended and nothing fixes it and you can't roll back to previous version! Unhappy with this App!"
"May 12, 2016","Love the playlists based on artist or genera it has really expanded my artist like. The ability to make my own playlists is great too because I listen to many different types of music as does my boyfriend. It's extremely user friendly on my Samsung and his IPhone."
"June 1, 2017","Love it!"
"December 19, 2015","Songs regularly stop to buffer for no apparent reason. No issues with other streaming sites or with Prime videos/movies. Songs sound scratchy and just plain crappy. Playlist options are great, love the music. Same issue on laptop and mobile. Sigh.. waiting for it to improve to leave IheartRadio."
